iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"160,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"O","REALTY INCOME REIT CORP","Real Estate","Equity","12,367,509.00","0.07","12,367,509.00","217,050.00","56.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Consumer Discretionary","Equity","12,368,672.55","0.07","12,368,672.55","250,721.00","49.33","Spain","Bolsa De Madrid","USD","0.92","EUR","-"
"AEM","AGNICO EAGLE MINES LTD","Materials","Equity","12,352,439.93","0.07","12,352,439.93","117,349.00","105.26","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","12,290,002.12","0.06","12,290,002.12","55,231.00","222.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","12,290,891.53","0.06","12,290,891.53","16,902,260.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","12,273,281.61","0.06","12,273,281.61","94,943.00","129.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SREN","SWISS RE AG","Financials","Equity","12,183,766.70","0.06","12,183,766.70","72,254.00","168.62","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","12,136,925.43","0.06","12,136,925.43","24,633.00","492.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrials","Equity","12,132,039.06","0.06","12,132,039.06","111,084.00","109.21","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"9618","JD.COM CLASS A INC","Consumer Discretionary","Equity","12,124,506.94","0.06","12,124,506.94","557,426.00","21.75","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"9433","KDDI CORP","Communication","Equity","12,097,617.88","0.06","12,097,617.88","374,200.00","32.33","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"MET","METLIFE INC","Financials","Equity","12,093,623.36","0.06","12,093,623.36","147,196.00","82.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BN","DANONE SA","Consumer Staples","Equity","12,024,287.76","0.06","12,024,287.76","153,339.00","78.42","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"WCN","WASTE CONNECTIONS INC","Industrials","Equity","12,021,842.00","0.06","12,021,842.00","63,980.00","187.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","11,948,287.68","0.06","11,948,287.68","81,748.00","146.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATCO A","ATLAS COPCO CLASS A","Industrials","Equity","11,937,692.43","0.06","11,937,692.43","674,724.00","17.69","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"IFX","INFINEON TECHNOLOGIES AG","Information Technology","Equity","11,873,494.78","0.06","11,873,494.78","315,991.00","37.58","Germany","Xetra","USD","0.92","EUR","-"
"SE","SEA ADS REPRESENTING LTD CLASS A","Communication","Equity","11,853,373.60","0.06","11,853,373.60","89,365.00","132.64","Singapore","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRP","TC ENERGY CORP","Energy","Equity","11,786,898.28","0.06","11,786,898.28","247,136.00","47.69","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","11,753,779.77","0.06","11,753,779.77","111,231.00","105.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MBG","MERCEDES-BENZ GROUP N AG","Consumer Discretionary","Equity","11,751,552.39","0.06","11,751,552.39","179,693.00","65.40","Germany","Xetra","USD","0.92","EUR","-"
"NPN","NASPERS LIMITED LTD CLASS N","Consumer Discretionary","Equity","11,744,933.89","0.06","11,744,933.89","44,892.00","261.63","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"DHL","DEUTSCHE POST AG","Industrials","Equity","11,733,111.13","0.06","11,733,111.13","253,316.00","46.32","Germany","Xetra","USD","0.92","EUR","-"
"SU","SUNCOR ENERGY INC","Energy","Equity","11,732,836.91","0.06","11,732,836.91","311,963.00","37.61","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"8031","MITSUI LTD","Industrials","Equity","11,722,575.30","0.06","11,722,575.30","621,100.00","18.87","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"4502","TAKEDA PHARMACEUTICAL LTD","Health Care","Equity","11,718,285.94","0.06","11,718,285.94","389,034.00","30.12","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"BHARTIARTL","BHARTI AIRTEL LTD","Communication","Equity","11,624,125.43","0.06","11,624,125.43","615,556.00","18.88","India","National Stock Exchange Of India","USD","86.80","INR","-"
"PAYX","PAYCHEX INC","Industrials","Equity","11,465,525.25","0.06","11,465,525.25","77,475.00","147.99","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","11,402,061.55","0.06","11,402,061.55","37,955.00","300.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","11,363,062.48","0.06","11,363,062.48","159,908.00","71.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC CLASS A","Information Technology","Equity","11,358,762.09","0.06","11,358,762.09","72,631.00","156.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LONN","LONZA GROUP AG","Health Care","Equity","11,348,697.87","0.06","11,348,697.87","17,859.00","635.46","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"DBK","DEUTSCHE BANK AG","Financials","Equity","11,248,805.47","0.06","11,248,805.47","469,448.00","23.96","Germany","Xetra","USD","0.92","EUR","-"
"NDA FI","NORDEA BANK","Financials","Equity","11,245,324.46","0.06","11,245,324.46","793,259.00","14.18","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.92","EUR","-"
"CPRT","COPART INC","Industrials","Equity","11,202,897.50","0.06","11,202,897.50","208,426.00","53.75","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","11,160,998.24","0.06","11,160,998.24","42,769.00","260.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","11,151,946.28","0.06","11,151,946.28","79,708.00","139.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MQG","MACQUARIE GROUP LTD DEF","Financials","Equity","11,145,382.15","0.06","11,145,382.15","87,100.00","127.96","Australia","Asx - All Markets","USD","1.57","AUD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","11,065,870.75","0.06","11,065,870.75","5,995.00","1,845.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","11,058,415.80","0.06","11,058,415.80","472,380.00","23.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","11,032,599.76","0.06","11,032,599.76","201,656.00","54.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKT","RECKITT BENCKISER GROUP PLC","Consumer Staples","Equity","11,031,410.78","0.06","11,031,410.78","164,393.00","67.10","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"KR","KROGER","Consumer Staples","Equity","10,984,491.06","0.06","10,984,491.06","165,454.00","66.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","10,915,254.90","0.06","10,915,254.90","74,385.00","146.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","10,894,062.30","0.06","10,894,062.30","33,402.00","326.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","10,821,346.40","0.06","10,821,346.40","19,120.00","565.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","10,816,644.47","0.06","10,816,644.47","243,673.00","44.39","United States","NASDAQ","USD","1.00","USD","-"
"3988","BANK OF CHINA LTD H","Financials","Equity","10,780,872.09","0.06","10,780,872.09","18,131,000.00","0.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","10,763,871.45","0.06","10,763,871.45","104,595.00","102.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","10,747,600.36","0.06","10,747,600.36","10,996.00","977.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALC","ALCON AG","Health Care","Equity","10,704,139.08","0.06","10,704,139.08","119,587.00","89.51","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"FAST","FASTENAL","Industrials","Equity","10,694,985.58","0.06","10,694,985.58","140,594.00","76.07","United States","NASDAQ","USD","1.00","USD","-"
"6857","ADVANTEST CORP","Information Technology","Equity","10,695,466.63","0.06","10,695,466.63","187,600.00","57.01","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"7267","HONDA MOTOR LTD","Consumer Discretionary","Equity","10,684,147.68","0.06","10,684,147.68","1,075,400.00","9.94","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","10,649,581.23","0.06","10,649,581.23","852,800.00","12.49","Singapore","Singapore Exchange","USD","1.33","SGD","-"
"HLN","HALEON PLC","Health Care","Equity","10,650,233.90","0.06","10,650,233.90","2,090,815.00","5.09","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"VST","VISTRA CORP","Utilities","Equity","10,645,994.42","0.06","10,645,994.42","84,298.00","126.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","10,594,562.72","0.06","10,594,562.72","241,444.00","43.88","United States","NASDAQ","USD","1.00","USD","-"
"DSV","DSV","Industrials","Equity","10,506,540.19","0.06","10,506,540.19","49,808.00","210.94","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.83","DKK","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","10,449,930.65","0.06","10,449,930.65","66,505.00","157.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPN","EXPERIAN PLC","Industrials","Equity","10,412,722.54","0.05","10,412,722.54","227,177.00","45.84","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","10,403,277.84","0.05","10,403,277.84","43,452.00","239.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","10,356,539.10","0.05","10,356,539.10","77,898.00","132.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENR","SIEMENS ENERGY N AG","Industrials","Equity","10,335,413.91","0.05","10,335,413.91","155,494.00","66.47","Germany","Xetra","USD","0.92","EUR","-"
"GIVN","GIVAUDAN SA","Materials","Equity","10,324,164.54","0.05","10,324,164.54","2,290.00","4,508.37","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","10,270,655.94","0.05","10,270,655.94","432,500.00","23.75","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","10,218,042.10","0.05","10,218,042.10","144,670.00","70.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","10,193,768.46","0.05","10,193,768.46","165,537.00","61.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","10,165,561.32","0.05","10,165,561.32","34,932.00","291.01","United States","NASDAQ","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","10,133,090.75","0.05","10,133,090.75","16,325.00","620.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","10,125,177.62","0.05","10,125,177.62","80,653.00","125.54","United States","NASDAQ","USD","1.00","USD","-"
"GLEN","GLENCORE PLC","Materials","Equity","10,117,293.27","0.05","10,117,293.27","2,443,727.00","4.14","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","10,035,868.34","0.05","10,035,868.34","125,417.00","80.02","United States","NASDAQ","USD","1.00","USD","-"
"7741","HOYA CORP","Health Care","Equity","10,025,079.93","0.05","10,025,079.93","85,400.00","117.39","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"HES","HESS CORP","Energy","Equity","9,980,552.10","0.05","9,980,552.10","66,338.00","150.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","9,952,149.13","0.05","9,952,149.13","177,053.00","56.21","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","9,895,208.85","0.05","9,895,208.85","55,395.00","178.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","9,893,674.74","0.05","9,893,674.74","89,706.00","110.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","9,855,822.48","0.05","9,855,822.48","17,764.00","554.82","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","9,824,995.17","0.05","9,824,995.17","96,903.00","101.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","9,759,435.60","0.05","9,759,435.60","135,060.00","72.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2222","SAUDI ARABIAN OIL","Energy","Equity","9,757,303.79","0.05","9,757,303.79","1,410,203.00","6.92","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"2318","PING AN INSURANCE (GROUP) CO OF CH","Financials","Equity","9,707,502.12","0.05","9,707,502.12","1,507,000.00","6.44","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","9,675,695.63","0.05","9,675,695.63","62,127.00","155.74","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"SIKA","SIKA AG","Materials","Equity","9,674,441.53","0.05","9,674,441.53","36,622.00","264.17","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","9,658,548.90","0.05","9,658,548.90","75,047.00","128.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","9,656,678.89","0.05","9,656,678.89","472,700.00","20.43","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","9,654,130.92","0.05","9,654,130.92","117,404.00","82.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","9,655,235.32","0.05","9,655,235.32","45,334.00","212.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","9,629,504.28","0.05","9,629,504.28","137,643.00","69.96","United States","NASDAQ","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","9,625,142.80","0.05","9,625,142.80","48,958.00","196.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","9,555,175.57","0.05","9,555,175.57","39,233.00","243.55","Germany","Xetra","USD","0.92","EUR","-"
"9999","NETEASE INC","Communication","Equity","9,494,804.24","0.05","9,494,804.24","469,890.00","20.21","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","9,472,052.88","0.05","9,472,052.88","279,907.00","33.84","United States","NASDAQ","USD","1.00","USD","-"
"9434","SOFTBANK CORP","Communication","Equity","9,422,399.56","0.05","9,422,399.56","6,575,100.00","1.43","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","9,381,346.80","0.05","9,381,346.80","61,320.00","152.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","9,381,996.40","0.05","9,381,996.40","35,086.00","267.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","9,195,631.68","0.05","9,195,631.68","926,979.00","9.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","9,150,262.06","0.05","9,150,262.06","75,961.00","120.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","9,111,458.40","0.05","9,111,458.40","194,440.00","46.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","9,099,108.18","0.05","9,099,108.18","298,962.00","30.44","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","9,065,713.71","0.05","9,065,713.71","190,668.00","47.55","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","9,054,295.60","0.05","9,054,295.60","71,260.00","127.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","9,028,707.00","0.05","9,028,707.00","763,850.00","11.82","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","9,023,784.80","0.05","9,023,784.80","47,755.00","188.96","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","8,996,171.04","0.05","8,996,171.04","83,592.00","107.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARGX","ARGENX","Health Care","Equity","8,977,270.52","0.05","8,977,270.52","14,673.00","611.82","Belgium","Nyse Euronext - Euronext Brussels","USD","0.92","EUR","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","8,958,386.22","0.05","8,958,386.22","108,626.00","82.47","United States","NASDAQ","USD","1.00","USD","-"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","8,941,997.27","0.05","8,941,997.27","45,055.00","198.47","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"ADYEN","ADYEN NV","Financials","Equity","8,932,987.11","0.05","8,932,987.11","5,411.00","1,650.89","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","8,860,212.99","0.05","8,860,212.99","118,563.00","74.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","8,813,289.34","0.05","8,813,289.34","447,364.00","19.70","Australia","Asx - All Markets","USD","1.57","AUD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","8,785,955.50","0.05","8,785,955.50","42,547.00","206.50","United States","NASDAQ","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","8,773,862.16","0.05","8,773,862.16","26,824.00","327.09","United States","NASDAQ","USD","1.00","USD","-"
"TCS","TATA CONSULTANCY SERVICES LTD","Information Technology","Equity","8,760,363.16","0.05","8,760,363.16","217,403.00","40.30","India","National Stock Exchange Of India","USD","86.80","INR","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","8,727,473.76","0.05","8,727,473.76","36,831.00","236.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","8,714,796.03","0.05","8,714,796.03","71,147.00","122.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","8,713,327.50","0.05","8,713,327.50","60,975.00","142.90","United States","NASDAQ","USD","1.00","USD","-"
"NWG","NATWEST GROUP PLC","Financials","Equity","8,692,946.48","0.05","8,692,946.48","1,492,058.00","5.83","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"ETR","ENTERGY CORP","Utilities","Equity","8,674,627.65","0.05","8,674,627.65","101,517.00","85.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","8,669,929.32","0.05","8,669,929.32","39,234.00","220.98","United States","NASDAQ","USD","1.00","USD","-"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","8,658,180.59","0.05","8,658,180.59","232,074.00","37.31","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","8,654,854.08","0.05","8,654,854.08","90,836.00","95.28","United States","NASDAQ","USD","1.00","USD","-"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","8,560,600.14","0.05","8,560,600.14","566,647.00","15.11","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","8,550,441.96","0.05","8,550,441.96","73,698.00","116.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","8,505,485.68","0.04","8,505,485.68","20,138.00","422.36","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","8,505,899.10","0.04","8,505,899.10","18,423.00","461.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6702","FUJITSU LTD","Information Technology","Equity","8,495,838.86","0.04","8,495,838.86","416,700.00","20.39","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"G","ASSICURAZIONI GENERALI","Financials","Equity","8,433,826.01","0.04","8,433,826.01","240,943.00","35.00","Italy","Borsa Italiana","USD","0.92","EUR","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","8,380,623.25","0.04","8,380,623.25","25,525.00","328.33","United States","NASDAQ","USD","1.00","USD","-"
"ENI","ENI","Energy","Equity","8,365,463.07","0.04","8,365,463.07","546,180.00","15.32","Italy","Borsa Italiana","USD","0.92","EUR","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","8,360,306.11","0.04","8,360,306.11","100,763.00","82.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","8,349,066.99","0.04","8,349,066.99","300,300.00","27.80","Singapore","Singapore Exchange","USD","1.33","SGD","-"
"PCG","PG&E CORP","Utilities","Equity","8,316,572.15","0.04","8,316,572.15","486,065.00","17.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9961","TRIP.COM GROUP LTD","Consumer Discretionary","Equity","8,300,006.69","0.04","8,300,006.69","131,076.00","63.32","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"WPM","WHEATON PRECIOUS METALS CORP","Materials","Equity","8,284,860.09","0.04","8,284,860.09","109,128.00","75.92","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","8,254,024.48","0.04","8,254,024.48","77,054.00","107.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","8,239,586.14","0.04","8,239,586.14","105,782.00","77.89","Spain","Bolsa De Madrid","USD","0.92","EUR","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","8,208,374.24","0.04","8,208,374.24","134,696.00","60.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","8,203,273.40","0.04","8,203,273.40","44,366.00","184.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","8,172,187.23","0.04","8,172,187.23","5,460.00","1,496.74","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","8,161,453.92","0.04","8,161,453.92","121,018.00","67.44","United States","NASDAQ","USD","1.00","USD","-"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","8,142,990.13","0.04","8,142,990.13","811,183.00","10.04","Brazil","XBSP","USD","5.69","BRL","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","8,127,317.08","0.04","8,127,317.08","38,257.00","212.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABX","BARRICK GOLD CORP","Materials","Equity","8,105,656.45","0.04","8,105,656.45","422,401.00","19.19","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","8,056,028.16","0.04","8,056,028.16","22,752.00","354.08","United States","NASDAQ","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","8,047,885.56","0.04","8,047,885.56","31,796.00","253.11","United States","NASDAQ","USD","1.00","USD","-"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","8,041,675.32","0.04","8,041,675.32","222,620.00","36.12","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"FERG","FERGUSON ENTERPRISES INC","Consumer Discretionary","Equity","8,026,243.47","0.04","8,026,243.47","49,371.00","162.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","7,989,057.52","0.04","7,989,057.52","35,548.00","224.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENGI","ENGIE SA","Utilities","Equity","7,965,203.37","0.04","7,965,203.37","424,637.00","18.76","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"GLE","SOCIETE GENERALE SA","Financials","Equity","7,936,936.29","0.04","7,936,936.29","174,233.00","45.55","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","7,921,592.70","0.04","7,921,592.70","101,951.00","77.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","7,919,664.93","0.04","7,919,664.93","243,757.00","32.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","7,883,897.27","0.04","7,883,897.27","95,555.00","82.51","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"NDAQ","NASDAQ INC","Financials","Equity","7,875,238.35","0.04","7,875,238.35","105,637.00","74.55","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","7,872,493.30","0.04","7,872,493.30","98,222.00","80.15","United States","NASDAQ","USD","1.00","USD","-"
